Id,job,sector,Month_salary,13_salary,eventual_salary,indemnity,extra_salary,discount_salary,total_salary
6891,AGENTE DE ORGANIZACAO ESCOLAR,EDUCACAO,1104.000,0.000,0.000,0.000,138.960,0.000,1099.440
6892,3SGT  PM,SPPREV,5624.570,0.000,0.000,0.000,0.000,0.000,3296.720
6893,AUXILIAR DE ENFERMAGEM,SAUDE,3098.320,0.000,0.000,0.000,93.210,0.000,2831.000
6894,3SGT  PM,SPPREV,5427.330,0.000,0.000,0.000,0.000,0.000,2789.430
6895,CARCEREIRO DE 2A CLASSE,SSP,4956.460,0.000,0.000,0.000,238.750,0.000,2808.540
6896,AG.SEG.PENITENC.CLASSE V,SAP,4694.730,0.000,0.000,0.000,0.000,0.000,3715.500
6897,SD 1C PM,PM,4624.230,0.000,0.000,0.000,451.260,0.000,2803.460
6898,CARCEREIRO DE 3A CLASSE,SPPREV,2933.280,0.000,0.000,0.000,0.000,0.000,1867.360
6899,CABO  PM,PM,5422.210,0.000,0.000,0.000,752.100,0.000,3244.370
6900,AGENTE DE ORGANIZACAO ESCOLAR,EDUCACAO,1597.850,0.000,0.000,0.000,167.900,0.000,1046.350
6901,AG.ESCOLTA E VIGILANCIA PENIT.,SAP,6389.810,1064.960,35.320,0.000,0.000,0.000,4649.690
6902,2SGT  PM,PM,4536.250,0.000,0.000,0.000,250.700,0.000,3939.840
6903,OFICIAL OPERACIONAL,SAUDE,2696.460,0.000,0.000,0.000,209.750,0.000,2040.560
6904,OFICIAL OPERACIONAL,SPPREV,1237.370,0.000,0.000,0.000,0.000,0.000,1211.230
6905,CABO  PM,PM,5279.990,0.000,0.000,0.000,376.050,0.000,2930.690
6906,3SGT  PM,SPPREV,5612.860,0.000,0.000,0.000,0.000,0.000,3836.550
6907,IMPRESSOR III-OFFSET ROT,IMESP,12173.050,0.000,0.000,0.000,0.000,0.000,5315.900
6908,CABO  PM,PM,4910.980,0.000,0.000,0.000,752.100,0.000,3188.560
6909,AG.SEG.PENITENC.CLASSE V,SAP,4694.730,0.000,0.000,0.000,0.000,0.000,1843.210
6910,OUTROS VINCULOS,SAP,401.120,0.000,0.000,0.000,0.000,0.000,390.820
6911,AGENTE POLICIAL DE 2A CLASSE,SSP,5327.350,0.000,0.000,0.000,722.490,0.000,4724.110
6912,1SGT  PM,SPPREV,6453.990,0.000,0.000,0.000,0.000,0.000,3837.940
6913,AGENTE FISCAL DE RENDAS,SPPREV,32090.610,0.000,11309.470,0.000,0.000,-10459.560,16574.220
6914,3SGT  PM,SPPREV,5612.860,0.000,0.000,0.000,0.000,0.000,1742.220
6915,COORD DE EQUIPE,FUND. CASA,4608.830,0.000,0.000,0.000,0.000,0.000,2270.920
6916,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2439.770,0.000,0.000,0.000,81.610,0.000,989.070
6917,CABO  PM,PM,4062.210,0.000,0.000,0.000,0.000,0.000,1649.190
6918,AUXILIAR DE ENFERMAGEM,SPPREV,2960.680,0.000,0.000,0.000,0.000,0.000,2907.100
6919,AGENTE DE AP SOCIOEDUCAT III,FUND. CASA,7633.390,0.000,0.000,0.000,0.000,0.000,4875.620
6920,CARCEREIRO DE CLASSE ESPECIAL,SSP,5751.440,0.000,0.000,0.000,240.000,0.000,3066.610
6921,SD 1C PM,PM,3353.690,558.940,0.000,0.000,752.100,0.000,3199.130
6922,2TEN  PM,SPPREV,9221.500,0.000,0.000,0.000,0.000,0.000,5965.450
6923,AG.TELECOM.POL.2A.CLASSE,SPPREV,6124.150,0.000,0.000,0.000,0.000,0.000,5637.720
6924,PROFESSOR EDUCACAO BASICA II,SPPREV,3049.960,0.000,0.000,0.000,0.000,0.000,2950.250
6925,AG.SEG.PENITENC.CLASSE V,SAP,4694.730,0.000,0.000,0.000,0.000,0.000,2444.410
6926,OUTROS VINCULOS,SAP,401.120,0.000,0.000,0.000,0.000,0.000,374.070
6927,ASSISTENTE MATERIAIS-INFRAEST,IMESP,3678.520,0.000,0.000,0.000,0.000,0.000,1266.990
6928,OP TRAN METROV II (TRAFEGO),METRO,8188.000,0.000,0.000,0.000,0.000,0.000,5878.300
6929,AUXILIAR SERV. GERAIS,SPPREV,1634.630,0.000,0.000,0.000,0.000,0.000,1573.850
6930,2SGT  PM,PM,6016.720,0.000,0.000,0.000,300.840,0.000,3373.780
6931,PROFESSOR EDUCACAO BASICA II,EDUCACAO,3950.330,0.000,0.000,0.000,88.540,0.000,2740.010
6932,AG.ESCOLTA E VIGILANCIA PENIT.,SAP,4099.880,2049.930,0.000,4099.870,37.580,0.000,9415.950
6933,1SGT  PM,SPPREV,6256.750,3128.380,0.000,0.000,0.000,0.000,8351.460
6934,3SGT  PM,SPPREV,5612.860,0.000,0.000,0.000,0.000,0.000,4246.960
6935,PROFESSOR EDUCACAO BASICA II,EDUCACAO,1697.380,0.000,0.000,0.000,97.750,0.000,1328.590
6936,OP CIRCULACAO-MAQUINISTA,CPTM,4801.540,0.000,0.000,0.000,0.000,0.000,3695.210
6937,PROFESSOR EDUCACAO BASICA II,EDUCACAO,3126.920,0.000,0.000,0.000,40.380,0.000,2491.520
6938,AG.SEG.PENITENC.CLASSE V,SAP,5838.810,2919.400,0.000,0.000,0.000,0.000,5545.510
6939,SUPERVISOR DE ENSINO,SPPREV,6579.020,0.000,0.000,0.000,0.000,0.000,6357.120
6940,2SGT  PM,SPPREV,5773.420,0.000,0.000,0.000,0.000,0.000,4854.370
6941,CABO  PM,PM,3767.780,0.000,0.000,0.000,501.400,0.000,3730.840
6942,PROFESSOR EDUCACAO BASICA II,SPPREV,2444.010,0.000,0.000,0.000,0.000,0.000,2329.420
6943,2TEN  PM,SPPREV,11737.730,0.000,0.000,0.000,0.000,0.000,9526.120
6944,AUXILIAR SERV. GERAIS,SAUDE,2461.290,0.000,0.000,0.000,212.140,0.000,1855.860
6945,CABO P.M.,SPPREV,5082.750,0.000,0.000,0.000,0.000,0.000,2654.570
6946,1SGT  PM,SPPREV,6453.990,0.000,0.000,0.000,0.000,0.000,3313.710
6947,AGENTE DE APOIO OPER II,FUND. CASA,2234.820,0.000,0.000,0.000,0.000,0.000,1102.600
6948,2TEN  PM,SPPREV,9739.330,0.000,0.000,0.000,0.000,0.000,5178.970
6949,PROFESSOR EDUCACAO BASICA II,EDUCACAO,3376.970,0.000,0.000,0.000,74.200,0.000,1942.480
6950,AUX.APOIO PESQ.CIENT.TECNOL.,SPPREV,2690.460,0.000,0.000,0.000,0.000,0.000,1863.220
6951,3SGT  PM,SPPREV,5427.330,0.000,0.000,0.000,0.000,0.000,3285.870
6952,3SGT  PM,PM,4333.930,0.000,0.000,0.000,250.700,0.000,2469.870
6953,AGENTE DE SANEAMENTO AMBIENTAL,SABESP,5600.660,0.000,0.000,0.000,0.000,0.000,3798.980
6954,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2951.840,0.000,0.000,0.000,75.540,0.000,2481.720
6955,3SGT  PM,SPPREV,5624.570,0.000,0.000,0.000,0.000,0.000,3796.340
6956,MEDICO II,SAUDE,7187.930,16.940,243.930,0.000,0.000,0.000,3687.490
6957,ENCARREGADO I,DER,1620.600,0.000,0.000,0.000,206.760,0.000,1594.390
6958,PROFESSOR EDUCACAO BASICA I,EDUCACAO,1882.910,0.000,0.000,0.000,166.390,0.000,1879.840
6959,OFICIAL ADMINISTRATIVO,SAUDE,2333.060,0.000,0.000,0.000,177.480,0.000,1569.860
6960,3SGT  PM,SPPREV,5427.330,0.000,0.000,0.000,0.000,0.000,3963.690
6961,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2923.180,0.000,0.000,0.000,101.640,0.000,1612.180
6962,AUXILIAR DE ENFERMAGEM,SAUDE,3933.190,0.000,0.000,0.000,120.500,0.000,3378.820
6963,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,2423.350,0.000,0.000,0.000,0.000,0.000,2423.350
6964,OFICIAL OPERACIONAL,SPPREV,1709.890,0.000,0.000,0.000,0.000,0.000,1298.150
6965,ANALISTA ADMINISTRACAO IV,CESP,14749.340,0.000,0.000,0.000,0.000,0.000,1560.130
6966,PROFESSOR EDUCACAO BASICA II,SPPREV,5275.410,2637.710,0.000,0.000,0.000,0.000,5784.090
6967,CABO  PM,PM,4572.210,0.000,0.000,0.000,200.560,0.000,1995.870
6968,TECNICO FERRAMENTEIRO,FURP,4731.380,0.000,0.000,0.000,0.000,0.000,3329.770
6969,AGENTE DE ORGANIZACAO ESCOLAR,SPPREV,1531.660,0.000,0.000,0.000,0.000,0.000,1501.030
6970,OP TRAN METROV III (TRAFEGO),METRO,12043.790,0.000,169.440,0.000,0.000,0.000,5974.950
6971,2TEN  PM,SPPREV,9418.750,0.000,0.000,0.000,0.000,0.000,5392.920
6972,INVESTIGADOR POL.1A CLASSE,SSP,8090.290,0.000,0.000,0.000,1009.930,0.000,4006.390
6973,AG.SEG.PENITENC.CLASSE IV,SAP,3771.410,0.000,0.000,0.000,0.000,0.000,1414.940
6974,CABO  PM,PM,4864.450,0.000,0.000,0.000,752.100,0.000,4830.120
6975,1SGT  PM,PM,6840.260,0.000,0.000,0.000,601.680,0.000,5801.500
6976,SUPERVISOR DE ENSINO,EDUCACAO,4872.640,0.000,186.470,0.000,810.770,0.000,3514.350
6977,CABO  PM,PM,4516.670,0.000,0.000,0.000,727.030,0.000,4611.080
6978,CABO  PM,PM,4910.980,0.000,0.000,0.000,451.260,0.000,3653.040
6979,PROFESSOR EDUCACAO BASICA II,EDUCACAO,6370.190,0.000,0.000,0.000,0.000,0.000,3231.370
6980,1SGT  PM,PM,7460.080,2790.220,0.000,0.000,1596.830,0.000,9268.350
6981,INVESTIGADOR POL.2A CLASSE,SSP,5250.990,0.000,0.000,0.000,255.200,0.000,2034.850
6982,PROFESSOR EDUCACAO BASICA II,EDUCACAO,1074.710,0.000,0.000,0.000,163.510,0.000,1077.030
6983,1SGT  PM,SPPREV,6256.750,0.000,0.000,0.000,0.000,0.000,4351.110
6984,3SGT  PM,SPPREV,5427.320,2713.660,0.000,0.000,0.000,0.000,6001.420
6985,2SGT  PM,PM,5773.400,2548.560,500.000,0.000,752.100,0.000,4138.050
6986,CABO  PM,PM,3914.990,0.000,0.000,0.000,752.100,0.000,2990.560
6987,ANALISTA DE GESTAO 13,SABESP,11786.600,0.000,0.000,0.000,0.000,0.000,5323.090
6988,ENGENHEIRO 24,SABESP,32307.670,0.000,0.000,0.000,0.000,0.000,19777.820
6989,AUXILIAR SERV. GERAIS,DAESP,3438.120,0.000,0.000,0.000,0.000,0.000,2984.180
6990,PROFESSOR EDUCACAO BASICA II,EDUCACAO,6609.250,0.000,0.000,0.000,0.000,0.000,2972.190
6991,ESCRIVAO POL.2A CLASSE,SSP,5250.990,0.000,0.000,0.000,135.200,0.000,4103.600
6992,TECNICO DE ENFERMAGEM,SAUDE,5400.530,0.000,0.000,0.000,148.250,0.000,4089.660
6993,PROFESSOR EDUCACAO BASICA II,SPPREV,4019.460,0.000,0.000,0.000,0.000,0.000,2814.450
6994,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2220.610,0.000,0.000,0.000,26.360,0.000,1277.320
6995,PROFESSOR EDUCACAO BASICA I,SPPREV,3212.490,1606.250,0.000,0.000,0.000,0.000,3636.180
6996,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,2671.700,1335.850,0.000,0.000,0.000,0.000,4025.170
6997,ASSESSOR TECNICO I,METRO,19027.620,0.000,0.000,0.000,0.000,0.000,10260.220
6998,1TEN  PM,PM,11314.510,7117.770,0.000,0.000,576.610,0.000,15163.430
6999,CABO  PM,PM,5065.010,1692.960,0.000,4062.210,0.000,0.000,9522.940
7000,COMPLEM. APOSENT. - FEPASA,ADM GERAL,4613.070,0.000,0.000,0.000,0.000,0.000,1978.050
7001,MEDICO III,INSTITUTO,4811.060,0.000,2096.650,0.000,0.000,0.000,3963.760
7002,STEN  PM,SPPREV,7229.200,0.000,0.000,0.000,0.000,0.000,4108.580
7003,AG.SEG.PENITENC.CLASSE V,SAP,4796.170,799.360,0.000,0.000,0.000,0.000,4434.680
7004,COMPLEM. APOSENT. - SABESP,SABESP,4933.620,0.000,0.000,0.000,0.000,0.000,4640.380
7005,3SGT  PM,SPPREV,5427.330,0.000,0.000,0.000,0.000,0.000,3788.180
7006,INVESTIGADOR POL.CL.ESPECIAL,SSP,8155.770,0.000,0.000,0.000,897.130,0.000,6587.690
7007,CABO  PM,PM,4910.980,0.000,0.000,0.000,701.960,0.000,3804.800
7008,PROFESSOR EDUCACAO BASICA II,EDUCACAO,1993.090,0.000,0.000,0.000,31.610,0.000,1546.130
7009,2TEN  PM,SPPREV,11268.230,0.000,0.000,0.000,0.000,0.000,8139.890
7010,3SGT  PM,SPPREV,5624.570,0.000,0.000,0.000,0.000,0.000,5301.050
7011,PROFESSOR EDUCACAO BASICA II,SPPREV,3223.560,0.000,0.000,0.000,0.000,0.000,3065.060
7012,1SGT  PM,PM,6453.970,0.000,352.010,0.000,1250.050,0.000,5505.640
7013,PROFESSOR EDUCACAO BASICA II,EDUCACAO,1635.530,-20.410,-150.300,0.000,58.500,0.000,1406.140
7014,AG.SEG.PENITENC.CLASSE V,SAP,5807.410,0.000,0.000,0.000,0.000,0.000,3021.780
7015,CABO P.M.,SPPREV,5280.000,0.000,0.000,0.000,0.000,0.000,3127.230
7016,COMPLEM. PENSAO - FEPASA,ADM GERAL,2246.120,0.000,0.000,0.000,0.000,0.000,1252.960
7017,3SGT  PM,SPPREV,5624.580,0.000,0.000,0.000,0.000,0.000,2863.970
7018,AGENTE DE AP SOCIOEDUCAT III,FUND. CASA,4806.940,0.000,0.000,0.000,0.000,0.000,2654.420
7019,CABO  PM,PM,4910.980,0.000,0.000,0.000,701.960,0.000,3407.260
7020,COMPLEM. DE APOSENTADORIA - CESP/CTEEP,ADM GERAL,11823.380,0.000,0.000,0.000,0.000,0.000,6913.820
7021,CEL PM,SPPREV,17473.260,0.000,0.000,0.000,0.000,0.000,12169.000
7022,AGENTE POLICIAL DE 2A CLASSE,SSP,3950.720,0.000,174.580,0.000,201.860,0.000,2614.060
7023,CARCEREIRO DE 2A CLASSE,SSP,4099.560,1366.510,0.000,0.000,323.400,0.000,3554.100
7024,PROFESSOR EDUCACAO BASICA II,SPPREV,3674.170,0.000,0.000,0.000,0.000,0.000,3549.260
7025,COMPLEM. DE APOSENTADORIA - CESP/CTEEP,ADM GERAL,7139.870,0.000,0.000,0.000,0.000,0.000,3508.710
7026,PROFESSOR EDUCACAO BASICA II,EDUCACAO,6935.170,0.000,0.000,0.000,0.000,0.000,3912.990
7027,1SGT  PM,SPPREV,6712.150,0.000,0.000,0.000,0.000,0.000,4814.160
7028,OFICIAL OPERACIONAL,SPPREV,2390.440,1120.220,0.000,0.000,0.000,0.000,3440.630
7029,AGENTE DE APOIO AGROPECUARIO,SPPREV,3395.320,0.000,0.000,0.000,0.000,0.000,3327.420
7030,AG SEG METROV II (SUPERVISAO),METRO,14187.130,0.000,0.000,0.000,0.000,0.000,7828.040
7031,AGENTE DE ORGANIZACAO ESCOLAR,EDUCACAO,3141.750,1590.760,174.980,0.000,89.800,0.000,3706.340
7032,PROFESSOR EDUCACAO BASICA II,SPPREV,3440.380,0.000,0.000,0.000,0.000,0.000,3162.160
7033,PROFESSOR EDUCACAO BASICA I,SPPREV,3037.940,0.000,0.000,0.000,0.000,0.000,2922.830
7034,PROFESSOR EDUCACAO BASICA II,EDUCACAO,1074.710,0.000,0.000,0.000,133.110,0.000,1036.240
7035,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,937.000,0.000,0.000,0.000,0.000,0.000,937.000
7036,INVESTIGADOR POL.2A CLASSE,SSP,6358.200,0.000,0.000,0.000,100.000,0.000,4917.330
7037,3SGT  PM,SPPREV,5241.790,0.000,0.000,0.000,0.000,0.000,3013.200
7038,1SGT  PM,SPPREV,6256.740,0.000,0.000,0.000,0.000,0.000,5738.710
7039,SUPERVISOR DE ENSINO,EDUCACAO,7471.520,0.000,0.000,0.000,810.770,0.000,5040.140
7040,OP TRAN METROV I (ESTACAO),METRO,2214.180,2234.670,415.850,0.000,0.000,0.000,3254.440
7041,OFICIAL ADMINISTRATIVO,DETRAN,2142.010,0.000,0.000,0.000,160.270,0.000,1401.650
7042,PROFESSOR EDUCACAO BASICA II,SPPREV,3857.850,0.000,0.000,0.000,0.000,0.000,2460.740
7043,STEN  PM,SPPREV,5567.040,0.000,0.000,0.000,0.000,0.000,4544.680
7044,PROFESSOR EDUCACAO BASICA II,SPPREV,3554.140,1777.070,0.000,0.000,0.000,0.000,5258.730
7045,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,5646.970,2823.480,0.000,0.000,0.000,0.000,6005.880
7046,ESCRIVAO POL.2A CLASSE,SSP,5552.610,0.000,0.000,0.000,730.780,0.000,3412.900
7047,AGENTE DE ORGANIZACAO ESCOLAR,SPPREV,1512.140,0.000,0.000,0.000,0.000,0.000,1144.880
7048,BENEFICIARIO DA POLICIA MILITAR - CBPM,SPPREV,4826.620,0.000,0.000,0.000,0.000,0.000,4602.060
7049,PROFESSOR EDUCACAO BASICA I,SPPREV,2642.370,0.000,0.000,0.000,0.000,0.000,1709.500
7050,AUXILIAR DE ENFERMAGEM,SAUDE,4135.050,0.000,0.000,0.000,220.320,0.000,2830.490
7051,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,1659.320,0.000,0.000,0.000,0.000,0.000,1642.730
7052,2TEN  PM,SPPREV,8095.200,0.000,0.000,0.000,0.000,0.000,6862.620
7053,AGENTE DE ORGANIZACAO ESCOLAR,EDUCACAO,2008.840,0.000,0.000,0.000,0.000,0.000,996.980
7054,AUXILIAR SERV. GERAIS,SPPREV,1926.020,0.000,0.000,0.000,0.000,0.000,1856.900
7055,1SGT  PM,SPPREV,6195.830,0.000,0.000,0.000,0.000,0.000,3179.630
7056,AG.SEG.PENITENC.CLASSE V,SAP,4796.170,0.000,0.000,0.000,15.000,0.000,3764.890
7057,TECNICO DE ENFERMAGEM,INSTITUTO,2934.660,0.000,1408.460,0.000,0.000,0.000,2675.890
7058,TECNICO EM SISTEMAS DE SANEAME,SABESP,7088.580,0.000,35.010,0.000,0.000,0.000,5156.010
7059,CABO  PM,PM,5884.980,0.000,0.000,0.000,701.960,0.000,4121.970
7060,TECNICO EM GESTAO 09,SABESP,4984.960,0.000,70.020,0.000,0.000,0.000,3536.460
7061,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2988.430,0.000,0.000,0.000,9.000,0.000,1843.840
7062,AGENTE DE ORGANIZACAO ESCOLAR,SPPREV,1928.490,964.250,0.000,0.000,0.000,0.000,1970.720
7063,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,1662.950,0.000,0.000,0.000,0.000,0.000,1498.930
7064,OFICIAL OPERACIONAL,SPPREV,2855.530,0.000,0.000,0.000,0.000,0.000,2801.420
7065,PROFESSOR DE ENSINO MED E TEC,CEETEPS,8416.430,0.000,0.000,0.000,0.000,0.000,6530.160
7066,COMPLEMENTACAO DE PENSAO - CESP/CTEEP,ADM GERAL,4556.600,0.000,0.000,0.000,0.000,0.000,1752.730
7067,AGENTE DE ORGANIZACAO ESCOLAR,EDUCACAO,3363.660,0.000,0.000,0.000,86.980,0.000,2807.310
7068,BENEFICIARIO DA POLICIA MILITAR - CBPM,SPPREV,10289.990,0.000,0.000,0.000,0.000,0.000,8458.030
7069,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2395.110,0.000,0.000,0.000,0.000,0.000,1871.630
7070,OFICIAL ADMINISTRATIVO,SPPREV,3991.930,0.000,0.000,0.000,0.000,0.000,2655.290
7071,AG DE MANUTENCAO METALURGICO,CPTM,2702.500,0.000,0.000,0.000,0.000,0.000,2417.630
7072,PROFESSOR EDUCACAO BASICA II,SPPREV,1218.680,0.000,0.000,0.000,0.000,0.000,1155.590
7073,COMPLEM. DE APOSENTADORIA - CESP/CTEEP,ADM GERAL,2847.070,0.000,0.000,0.000,0.000,0.000,220.170
7074,PROFESSOR EDUCACAO BASICA II,SPPREV,2981.200,0.000,0.000,0.000,0.000,0.000,2857.320
7075,PROFESSOR EDUCACAO BASICA I,EDUCACAO,3691.610,0.000,0.000,0.000,21.500,0.000,2843.620
7076,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,4578.120,0.000,0.000,0.000,0.000,0.000,3891.840
7077,PROFESSOR EDUCACAO BASICA II,EDUCACAO,4108.540,0.000,0.000,0.000,0.000,0.000,2830.420
7078,PROFESSOR EDUCACAO BASICA I,EDUCACAO,3065.760,0.000,0.000,0.000,120.050,0.000,2618.670
7079,PROFESSOR EDUCACAO BASICA I,EDUCACAO,123.690,0.000,0.000,0.000,38.170,0.000,151.970
7080,AUXILIAR DE ENFERMAGEM,SAUDE,3711.770,0.000,0.000,0.000,210.620,0.000,2535.290
7081,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2875.990,0.000,0.000,0.000,116.240,0.000,1570.190
7082,PROFESSOR EDUCACAO BASICA II,EDUCACAO,1647.880,0.000,0.000,0.000,174.720,0.000,1234.270
7083,BENEFICIARIO DA POLICIA MILITAR - CBPM,SPPREV,4465.490,0.000,0.000,0.000,0.000,0.000,3924.700
7084,AGENTE DE AP SOCIOEDUCAT I,FUND. CASA,4090.800,0.000,0.000,0.000,0.000,0.000,3087.880
7085,SD 1C PM,PM,4878.120,1162.520,500.000,0.000,651.820,0.000,6316.000
7086,CABO  PM,PM,4910.980,818.490,0.000,0.000,526.470,0.000,4099.550
7087,AGENTE POLICIAL DE 3A CLASSE,SSP,3469.890,0.000,0.000,0.000,361.180,0.000,2389.370
7088,PROFESSOR EDUCACAO BASICA I,SPPREV,2903.960,0.000,0.000,0.000,0.000,0.000,1768.570
7089,AG.SEG.PENITENC.CLASSE II,SAP,3587.830,597.970,0.000,0.000,87.500,0.000,2993.860
7090,OUTROS VINCULOS,SAP,401.120,0.000,0.000,0.000,0.000,0.000,379.610
7091,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2581.060,0.000,132.970,0.000,31.300,0.000,1711.950
7092,PROFESSOR DE ENSINO MED E TEC,CEETEPS,968.400,0.000,0.000,0.000,0.000,0.000,890.930
7093,MOTORISTA OPER DE EQUIP AUTOMO,SABESP,5520.270,0.000,175.050,0.000,0.000,0.000,3579.670
7094,OFICIAL ADMINISTRATIVO,SPPREV,1052.760,-0.410,-98.290,0.000,-6.610,0.000,727.840
7095,AUXILIAR SERV. GERAIS,SAUDE,2222.840,0.000,0.000,0.000,154.440,0.000,1592.710
7096,AGENTE DE ORGANIZACAO ESCOLAR,EDUCACAO,2158.170,359.690,0.000,0.000,164.090,0.000,1615.010
7097,PROFESSOR EDUCACAO BASICA I,SPPREV,3545.810,0.000,0.000,0.000,0.000,0.000,2197.900
7098,PROFESSOR EDUCACAO BASICA I,EDUCACAO,1017.050,0.000,1855.430,0.000,254.990,0.000,2686.000
7099,PROFESSOR EDUCACAO BASICA I,EDUCACAO,2051.660,0.000,0.000,0.000,150.500,0.000,1861.620
7100,PROFESSOR EDUCACAO BASICA II,EDUCACAO,5377.150,0.000,0.000,0.000,0.000,0.000,2768.050
7101,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2536.730,0.000,0.000,0.000,53.170,0.000,1494.110
7102,PROFESSOR EDUCACAO BASICA II,EDUCACAO,6356.250,0.000,0.000,0.000,85.200,0.000,4768.500
7103,AGENTE DE ORGANIZACAO ESCOLAR,EDUCACAO,1446.370,0.000,0.000,0.000,146.910,0.000,966.000
7104,AUXILIAR SERV. GERAIS,SAUDE,2617.360,0.000,507.400,0.000,133.540,0.000,2937.910
7105,COMPLEMENTACAO APOSENTADORIA - BANESPA,ADM GERAL,5409.280,0.000,0.000,0.000,0.000,0.000,3137.740
7106,DIRETOR I,SAP,3450.950,0.000,0.000,0.000,91.880,0.000,2919.690
7107,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2552.520,0.000,0.000,0.000,135.640,0.000,1554.560
7108,AGENTE DE ORGANIZACAO ESCOLAR,EDUCACAO,1104.000,552.000,0.000,0.000,95.760,0.000,1547.520
7109,SERVENTE DE LIMPEZA,ZOOLOGICO,2182.910,0.000,0.000,0.000,0.000,0.000,1884.100
7110,AUXILIAR DE SAUDE I,SPPREV,1936.460,0.000,0.000,0.000,0.000,0.000,1877.050
7111,AUXILIAR DE ENFERMAGEM,SAUDE,2698.470,0.000,0.000,0.000,192.810,0.000,2137.960
7112,TECNICO DE RADIOLOGIA,SAUDE,2361.070,1309.100,0.000,0.000,220.620,0.000,2935.960
7113,PROFESSOR EDUCACAO BASICA I,SPPREV,2848.480,0.000,0.000,0.000,0.000,0.000,1767.320
7114,PROFESSOR EDUCACAO BASICA I,SPPREV,3135.610,0.000,0.000,0.000,0.000,0.000,3056.500
7115,PROFESSOR EDUCACAO BASICA II,SPPREV,3728.910,0.000,0.000,0.000,0.000,0.000,2151.750
7116,AGENTE DE SERVICOS ESCOLARES,SPPREV,1231.230,0.000,0.000,0.000,0.000,0.000,1154.610
7117,BENEFICIARIO DA POLICIA MILITAR - CBPM,SPPREV,3989.720,1994.860,0.000,0.000,0.000,0.000,5799.080
7118,AUXILIAR DE ENFERMAGEM,SPPREV,1334.420,0.000,0.000,0.000,0.000,0.000,864.230
7119,PROFESSOR EDUCACAO BASICA II,EDUCACAO,3759.880,0.000,0.000,0.000,32.800,0.000,2540.150
7120,AGENTE DE ORGANIZACAO ESCOLAR,EDUCACAO,1254.000,0.000,0.000,0.000,181.260,0.000,751.140
7121,AGENTE DE ORGANIZACAO ESCOLAR,EDUCACAO,1254.000,0.000,0.000,0.000,213.560,0.000,1235.860
7122,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2806.050,0.000,0.000,0.000,76.300,0.000,1732.210
7123,AGENTE DE AP SOCIOEDUCAT II,FUND. CASA,3561.770,0.000,0.000,0.000,0.000,0.000,2690.140
7124,TEC MANUT., PROJETOS E OBRAS,CPTM,8965.240,0.000,0.000,0.000,0.000,0.000,7066.720
7125,SD 1C PM,PM,3353.690,1338.700,0.000,0.000,752.100,0.000,4166.510
7126,SD 1C PM,PM,3353.690,0.000,0.000,0.000,501.400,0.000,3315.680
7127,INVESTIGADOR POL.2A CLASSE,SSP,6358.200,0.000,0.000,0.000,939.400,0.000,3694.200
7128,CABO  PM,PM,5068.780,2196.250,0.000,5068.780,701.960,0.000,10514.410
7129,TEC. EM DESENV. AGRARIO R1,ITESP,1932.900,0.000,0.000,0.000,0.000,0.000,1618.860
7130,TECNICO INFORMATICA,PRODESP,5889.920,0.000,0.000,0.000,1199.190,0.000,2335.020
7131,PROFESSOR EDUCACAO BASICA I,EDUCACAO,1209.460,0.000,0.000,0.000,185.830,0.000,1242.910
7132,CABO  PM,PM,4062.210,0.000,500.000,0.000,701.960,0.000,3227.700
7133,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2765.060,0.000,0.000,0.000,127.210,0.000,2404.010
7134,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2548.750,0.000,0.000,0.000,49.440,0.000,1527.570
7135,PROFESSOR EDUCACAO BASICA I,SPPREV,4841.500,0.000,0.000,0.000,0.000,0.000,2790.080
7136,PROFESSOR EDUCACAO BASICA II,EDUCACAO,3326.280,0.000,0.000,0.000,58.820,0.000,1943.890
7137,INVESTIGADOR POL.2A CLASSE,SSP,7169.990,0.000,0.000,0.000,938.690,0.000,6085.100
7138,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2949.330,0.000,-213.660,0.000,10.200,0.000,1868.580
7139,PROFESSOR EDUCACAO BASICA II,EDUCACAO,1985.830,0.000,398.590,0.000,0.000,0.000,1897.740
